freq,v3w_avg,v1w_x,v1w_y,v1w_sh_x
122.00000000000003,-0.0006115667157657658,0.467104,0.0004882849999999998,0.0016362465675675672
150.2330002428718,-0.0001954182342342343,0.4669819000000001,0.0003662128,0.0016307310941704029
184.9996259178257,-0.00022451853198198192,0.46677320405405415,0.00024579209729729717,0.0016303870540540536
227.81187578232704,-4.063877650900901e-05,0.4666157000000001,0.00012207119999999998,0.001622220192825112
280.5316523748804,-0.00016568242626126126,0.4664935999999999,0.0,0.0016147584864864865
345.4517360603986,-6.197200147747748e-05,0.4669208999999999,-1.6148437578475338e-05,0.0016281529549549549
425.39549793001925,0.0018236818423423425,0.46707510135135144,0.0022583159999999994,0.0016109437837837836
523.8396880642393,-0.00035501788198198203,0.46685980000000005,-0.0002064760779279279,0.001633316486486486
645.0656392145963,0.001615256689189189,0.4673481,0.0022583159999999994,0.0016223705945945944
794.3454617442187,-0.00024506997837837836,0.4681965549549548,-0.0003051775999999999,0.0016618921261261261
978.1713274356017,-0.0011884403648648651,0.4681536815315316,-0.0005493201000000001,0.0016457655270270268
1204.5378137065816,3.9728069819819824e-05,0.46521189999999996,0.0002441424999999999,0.0015848767837837834
1483.2895873699108,-0.0020593756756756756,0.4722078189189187,0.0031128080000000016,0.001726261081081081
1826.5495486851885,-0.0006485796004504505,0.4719868,-0.0003609890666666666,0.0017279790990990993
2249.2460556658957,-0.0008478717472972971,0.4718037,-0.0008127061018018019,0.001739509
2769.7621575994526,-0.001561017617117117,0.47026406126126125,0.00012207119999999998,0.001689651707207207
3410.73507291259,-0.0003198350112612612,0.4699116,-0.0014038160000000002,0.0016899179999999999
4200.04068063318,0.0004116455108108108,0.4696960234234233,-0.00042724799999999986,0.0016831222387387389
5172.005840931446,-6.885397716216214e-05,0.4693012,-0.0016479569999999996,0.0016975479999999997
6368.90126849827,-0.00010060021319819821,0.4703388000000001,-0.002268213567567567,0.001705408932432432
7842.779883746935,8.398389702702701e-05,0.47016588333333353,-0.0026245270000000006,0.0017096877927927927
9657.740591637232,0.00037254485495495497,0.470705,-0.0031194063783783793,0.0017212778288288287
11892.71593974617,0.0005067826927927928,0.47138110765765767,-0.0036379300720720733,0.0017393459639639638
14644.9048906909,0.000381523122972973,0.4718597540540541,-0.0041003822972972975,0.0017447585540540545
18033.999999999985,0.0005130977036036036,0.47275795135135124,-0.005307613680180179,0.0017645627027027028
